recipient_name,canonical_vendor_name,vendor_id
"UNITED CONVALESCENT FACILITIES, INC.","UNITED CONVALESCENT FACILITIES, INC",V10858
"UNITED ENERGY TRADING, LLC","UNITED ENERGY TRADING, LLC",V10859
UNITED ENTERPRISES LLC,UNITED ENTERPRISES LLC,V10860
UNITED FACILITY SERVICES CORP,UNITED FACILITY SERVICES CORP,V10861
"UNITED HOSPITAL SERVICES, LLC","UNITED HOSPITAL SERVICES, LLC",V10862
"UNITED INDUSTRIAL SERVICES, INC.","UNITED INDUSTRIAL SERVICES, INC.",V10863
UNITED INDUSTRIAL SUPPLY,UNITED INDUSTRIAL SUPPLY,V10864
"UNITED LAUNDRY SERVICES, LLC","UNITED LAUNDRY SERVICES, LLC",V10865
"UNITED LUTHERAN PROGRAM FOR THE AGING, INC","UNITED LUTHERAN PROGRAM FOR THE AGING, INC",V10866
"UNITED MECHANICAL, LLC","UNITED MECHANICAL, LLC",V10867
"UNITED MEDEVAC SOLUTIONS, INC.","UNITED MEDEVAC SOLUTIONS, INC.",V10868
"UNITED MEDICAL MANAGEMENT, INC.","UNITED MEDICAL MANAGEMENT, INC.",V10869
"UNITED METAL FABRICATORS, INC.","UNITED METAL FABRICATORS, INC.",V10870
UNITED MOBILITY AND ACCESSIBILITY INC.,UNITED MOBILITY AND ACCESSIBILITY INC.,V10871
UNITED NETWORK FOR ORGAN SHARING,UNITED NETWORK FOR ORGAN SHARING,V10872
UNITED NURSING INTERNATIONAL LLC,UNITED NURSING INTERNATIONAL LLC,V10873
UNITED PARCEL SERVICE CO.,UNITED PARCEL SERVICE CO.,V10874
"UNITED PARCEL SERVICE, INC.",UNITED PARCEL SERVICE CO.,V10874
UNITED PETROLEUM EQUIPMENT INC,UNITED PETROLEUM EQUIPMENT INC,V10875
UNITED POOL MAINTENANCE LLC,UNITED POOL MAINTENANCE LLC,V10876
"UNITED PROSTHETICS, INC.","UNITED PROSTHETICS, INC.",V10877
UNITED REFRIGERATION INC,UNITED REFRIGERATION INC,V10878
"UNITED RENTALS, INC.","UNITED RENTALS, INC.",V10879
"UNITED RENTALS (NORTH AMERICA), INC.","UNITED RENTALS (NORTH AMERICA), INC.",V10880
"UNITED RETURNS, INC.","UNITED RETURNS, INC.",V10881
UNITED SALAD CO,UNITED SALAD CO,V10882
"UNITED SEATING AND MOBILITY, L.L.C.","UNITED SEATING AND MOBILITY, L.L.C.",V10883
"UNITED SITE SERVICES, INC.","UNITED SITE SERVICES, INC.",V10884
"UNITED SITE SERVICES OF FLORIDA, LLC","UNITED SITE SERVICES OF FLORIDA, LLC",V10885
"UNITED SITE SERVICES OF GEORGIA, LLC","UNITED SITE SERVICES OF GEORGIA, LLC",V10886
"UNITED SITE SERVICES OF NEVADA, INC","UNITED SITE SERVICES OF NEVADA, INC",V10887
"UNITED SITE SERVICES OF TEXAS, INC.","UNITED SITE SERVICES OF TEXAS, INC.",V10888
UNITED STATES BAKERY,UNITED STATES BAKERY,V10889
UNITED STATES CYLINDER GAS CORP,UNITED STATES CYLINDER GAS CORP,V10890
UNITED STATES VETERANS INITIATIVE,UNITED STATES VETERANS INITIATIVE,V10891
UNITED THERAPEUTICS CORP,UNITED THERAPEUTICS CORP,V10892
"UNITED TISSUE NETWORK, INC.","UNITED TISSUE NETWORK, INC.",V10893
UNITED VETERANS BEACON HOUSE INC,UNITED VETERANS BEACON HOUSE INC,V10894
UNITY PROSTHETICS & ORTHOTICS INC,UNITY PROSTHETICS & ORTHOTICS INC,V10895
UNIVERSAL CARE CORP,UNIVERSAL CARE CORP,V10896
UNIVERSAL CONSULTANTS INCORPORATED,UNIVERSAL CONSULTANTS INCORPORATED,V10897
UNIVERSAL DESIGN SOLUTIONS LLC,UNIVERSAL DESIGN SOLUTIONS LLC,V10898
UNIVERSAL ENGINEERING & CONTRACTING LLC,UNIVERSAL ENGINEERING & CONTRACTING LLC,V10899
UNIVERSAL ENVIRONMENTAL SERVICES LLC,UNIVERSAL ENVIRONMENTAL SERVICES LLC,V10900
UNIVERSAL GROUP INC,UNIVERSAL GROUP INC,V10901
"UNIVERSAL ROBOTICS, INC.","UNIVERSAL ROBOTICS, INC.",V10902
"UNIVERSAL SECURITY AND FIRE, INC.","UNIVERSAL SECURITY AND FIRE, INC.",V10903
UNIVERSAL SPARTAN LLC,UNIVERSAL SPARTAN LLC,V10904
UNIVERSAL WASTE SYSTEMS INC,UNIVERSAL WASTE SYSTEMS INC,V10905
"UNIVERSE TECHNICAL TRANSLATION, INC.","UNIVERSE TECHNICAL TRANSLATION, INC.",V10906
"UNIVERSITY CLINICAL, EDUCATION & RESEARCH ASSOCIATES","UNIVERSITY CLINICAL, EDUCATION & RESEARCH ASSOCIATES",V10907
UNIVERSITY CORPORATION FOR ADVANCED INTERNET DEVELOPMENT,UNIVERSITY CORPORATION FOR ADVANCED INTERNET DEVELOPMENT,V10908
UNIVERSITY EMERGENCY MEDICAL SERVICES INC,UNIVERSITY EMERGENCY MEDICAL SERVICES INC,V10909
UNIVERSITY HOSPITALS CLEVELAND MEDICAL CENTER,UNIVERSITY HOSPITALS CLEVELAND MEDICAL CENTER,V10910
"UNIVERSITY KIDNEY CENTER, LLC","UNIVERSITY KIDNEY CENTER, LLC",V10911
UNIVERSITY OF ALABAMA AT BIRMINGHAM,UNIVERSITY OF ALABAMA AT BIRMINGHAM,V10912
"UNIVERSITY OF ALABAMA HEALTH SERVICES FOUNDATION, P.C.","UNIVERSITY OF ALABAMA HEALTH SERVICES FOUNDATION, P.C.",V10913
UNIVERSITY OF ARIZONA,UNIVERSITY OF ARIZONA,V10914
UNIVERSITY OF ARKANSAS,UNIVERSITY OF ARKANSAS,V10915
UNIVERSITY OF ARKANSAS - PULASKI TECHNICAL COLLEGE,UNIVERSITY OF ARKANSAS - PULASKI TECHNICAL COLLEGE,V10916
UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,V10917
"UNIVERSITY OF CALIFORNIA, DAVIS","UNIVERSITY OF CALIFORNIA, DAVIS",V10918
"UNIVERSITY OF CALIFORNIA, IRVINE",UNIVERSITY OF CALIFORNIA IRVINE,V10919
UNIVERSITY OF CALIFORNIA IRVINE,UNIVERSITY OF CALIFORNIA IRVINE,V10919
"UNIVERSITY OF CALIFORNIA, LOS ANGELES","UNIVERSITY OF CALIFORNIA, LOS ANGELES",V10920
UNIVERSITY OF CALIFORNIA LOS ANGELES,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",V10920
UNIVERSITY OF CALIFORNIA SAN DIEGO,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",V10921
"UNIVERSITY OF CALIFORNIA, SAN DIEGO","UNIVERSITY OF CALIFORNIA, SAN DIEGO",V10921
"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",V10922
UNIVERSITY OF CHICAGO,UNIVERSITY OF CHICAGO,V10923
UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,V10924
UNIVERSITY OF CONNECTICUT,UNIVERSITY OF CONNECTICUT,V10925
UNIVERSITY OF DENVER,UNIVERSITY OF DENVER,V10926
UNIVERSITY OF FLORIDA,UNIVERSITY OF FLORIDA,V10927
UNIVERSITY OF HOUSTON SYSTEM,UNIVERSITY OF HOUSTON SYSTEM,V10928
UNIVERSITY OF ILLINOIS,UNIVERSITY OF ILLINOIS,V10929
UNIVERSITY OF KANSAS HOSPITAL AUTHORITY,UNIVERSITY OF KANSAS HOSPITAL AUTHORITY,V10930
"UNIVERSITY OF KANSAS MEDICAL CENTER RESEARCH INSTITUTE, INC.","UNIVERSITY OF KANSAS MEDICAL CENTER RESEARCH INSTITUTE, INC.",V10931
UNIVERSITY OF KENTUCKY,UNIVERSITY OF KENTUCKY,V10932
"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE",V10933
UNIVERSITY OF LOUISVILLE,UNIVERSITY OF LOUISVILLE,V10934
UNIVERSITY OF MARYLAND,UNIVERSITY OF MARYLAND,V10935
UNIVERSITY OF MARYLAND ANESTHESIOLOGY ASSOCIATES PA,UNIVERSITY OF MARYLAND ANESTHESIOLOGY ASSOCIATES PA,V10936
UNIVERSITY OF MARYLAND BALTIMORE,"UNIVERSITY OF MARYLAND, BALTIMORE",V10937
"UNIVERSITY OF MARYLAND, BALTIMORE","UNIVERSITY OF MARYLAND, BALTIMORE",V10937
"UNIVERSITY OF MARYLAND, COLLEGE PARK","UNIVERSITY OF MARYLAND, COLLEGE PARK",V10938
"UNIVERSITY OF MARYLAND DIAGNOSTIC IMAGING SPECIALISTS, P. A.","UNIVERSITY OF MARYLAND DIAGNOSTIC IMAGING SPECIALISTS, P. A.",V10939
"UNIVERSITY OF MARYLAND EMERGENCY MEDICINE ASSOCIATES, P.A.","UNIVERSITY OF MARYLAND EMERGENCY MEDICINE ASSOCIATES, P.A.",V10940
UNIVERSITY OF MARYLAND EYE ASSOCIATES PA,UNIVERSITY OF MARYLAND EYE ASSOCIATES PA,V10941
UNIVERSITY OF MARYLAND MEDICAL SYSTEM CORPORATION,UNIVERSITY OF MARYLAND MEDICAL SYSTEM CORPORATION,V10942
UNIVERSITY OF MARYLAND NEUROLOGY ASSOCIATES PA,UNIVERSITY OF MARYLAND NEUROLOGY ASSOCIATES PA,V10943
UNIVERSITY OF MARYLAND NEUROSURGERY ASSOCIATES PA,UNIVERSITY OF MARYLAND NEUROSURGERY ASSOCIATES PA,V10944
"UNIVERSITY OF MARYLAND OBSTETRICAL AND GYNECOLOGICAL ASSOCIATES, P.A","UNIVERSITY OF MARYLAND OBSTETRICAL AND GYNECOLOGICAL ASSOCIATES, P.A",V10945
UNIVERSITY OF MARYLAND ORTHOPAEDIC ASSOCIATES PA,UNIVERSITY OF MARYLAND ORTHOPAEDIC ASSOCIATES PA,V10946
"UNIVERSITY OF MARYLAND OTORHINOLARYNGOLOGY - HEAD & NECK SURGERY, P.A.","UNIVERSITY OF MARYLAND OTORHINOLARYNGOLOGY - HEAD & NECK SURGERY, P.A.",V10947
UNIVERSITY OF MARYLAND PHYSICIANS PA,UNIVERSITY OF MARYLAND PHYSICIANS PA,V10948
"UNIVERSITY OF MARYLAND RADIATION ONCOLOGY ASSOCIATES, P.A.","UNIVERSITY OF MARYLAND RADIATION ONCOLOGY ASSOCIATES, P.A.",V10949
"UNIVERSITY OF MARYLAND SURGICAL ASSOCIATES, P.A.","UNIVERSITY OF MARYLAND SURGICAL ASSOCIATES, P.A.",V10950
UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,V10951
UNIVERSITY OF MIAMI,UNIVERSITY OF MIAMI,V10952
UNIVERSITY OF MINNESOTA PHYSICIANS,UNIVERSITY OF MINNESOTA PHYSICIANS,V10953
UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,V10954
UNIVERSITY OF MISSOURI SYSTEM,UNIVERSITY OF MISSOURI SYSTEM,V10955
UNIVERSITY OF NEBRASKA,UNIVERSITY OF NEBRASKA,V10956
UNIVERSITY OF NEW MEXICO,UNIVERSITY OF NEW MEXICO,V10957
UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,V10958
UNIVERSITY OF OKLAHOMA,UNIVERSITY OF OKLAHOMA,V10959
UNIVERSITY OF PITTSBURGH - OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,UNIVERSITY OF PITTSBURGH - OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,V10960
UNIVERSITY OF PITTSBURGH PHYSICIANS,UNIVERSITY OF PITTSBURGH PHYSICIANS,V10961
UNIVERSITY OF ROCHESTER,UNIVERSITY OF ROCHESTER,V10962
UNIVERSITY OF SOUTH CAROLINA,UNIVERSITY OF SOUTH CAROLINA,V10963
UNIVERSITY OF SOUTH FLORIDA,UNIVERSITY OF SOUTH FLORIDA,V10964
UNIVERSITY OF SOUTHERN CALIFORNIA,UNIVERSITY OF SOUTHERN CALIFORNIA,V10965
UNIVERSITY OF ST. THOMAS,UNIVERSITY OF ST. THOMAS,V10966
UNIVERSITY OF TENNESSEE,UNIVERSITY OF TENNESSEE,V10967
UNIVERSITY OF TEXAS AT AUSTIN,UNIVERSITY OF TEXAS AT AUSTIN,V10968
UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,V10969
"UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON, THE",UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,V10969
UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER OF SAN ANTONIO,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER OF SAN ANTONIO,V10970
UNIVERSITY OF UTAH,UNIVERSITY OF UTAH,V10971
UNIVERSITY OF WASHINGTON,UNIVERSITY OF WASHINGTON,V10972
UNIVERSITY OF WASHINGTON SCHOOL OF MEDICINE,UNIVERSITY OF WASHINGTON SCHOOL OF MEDICINE,V10973
UNIVERSITY OF WISCONSIN HOSPITALS AND CLINICS AUTHORITY,UNIVERSITY OF WISCONSIN HOSPITALS AND CLINICS AUTHORITY,V10974
"UNIVERSITY OF WISCONSIN MEDICAL FOUNDATION, INC","UNIVERSITY OF WISCONSIN MEDICAL FOUNDATION, INC",V10975
UNIVERSITY OF WISCONSIN SYSTEM,UNIVERSITY OF WISCONSIN SYSTEM,V10976
UNIVERSITY ORTHOPEDICS INC,UNIVERSITY ORTHOPEDICS INC,V10977
UNIVERSITY OTOLARYNGOLOGY ASSOCIATES OF CENTRAL NEW YORK LLP,UNIVERSITY OTOLARYNGOLOGY ASSOCIATES OF CENTRAL NEW YORK LLP,V10978
UNIVERSITY PATHOLOGISTS LABORATORIES LLP,UNIVERSITY PATHOLOGISTS LABORATORIES LLP,V10979
"UNIVERSITY PHYSICIANS & SURGEONS, INC.","UNIVERSITY PHYSICIANS & SURGEONS, INC.",V10980
"UNIVERSITY PHYSICIANS, INCORPORATED","UNIVERSITY PHYSICIANS, INCORPORATED",V10981
"UNIVERSITY PHYSICIANS OF BROOKLYN, INC","UNIVERSITY PHYSICIANS OF BROOKLYN, INC",V10982
UNIVERSITY RX SPECIALISTS,UNIVERSITY RX SPECIALISTS,V10983
UNIVERSITY SURGICAL ASSOCIATES INC,UNIVERSITY SURGICAL ASSOCIATES INC,V10984
UNIVERSITY SURGICAL ASSOCIATES OF ATHENS PC,UNIVERSITY SURGICAL ASSOCIATES OF ATHENS PC,V10985
UNIVERSITY TERMITE & PEST CONTROL INC,UNIVERSITY TERMITE & PEST CONTROL INC,V10986
"UNIVERSITY UROLOGICAL ASSOCIATES, INC","UNIVERSITY UROLOGICAL ASSOCIATES, INC",V10987
"UNKS CONSTRUCTION, INC.","UNKS CONSTRUCTION, INC.",V10988
UNLIMITED SUPPORT SERVICES LLC,UNLIMITED SUPPORT SERVICES LLC,V10989
"UNLIMITED TECHNOLOGIES, INC","UNLIMITED TECHNOLOGIES, INC",V10990
"UNM MEDICAL GROUP, INC.","UNM MEDICAL GROUP, INC.",V10991
UNMC PHYSICIANS,UNMC PHYSICIANS,V10992
UOC USA INC,UOC USA INC,V10993
UP-SIDE MANAGEMENT CO,UP-SIDE MANAGEMENT CO,V10994
"UP-TO-DATE LAUNDRY, LLC","UP-TO-DATE LAUNDRY, LLC",V10995
"UPLAND COMMUNITY CARE, INC.","UPLAND COMMUNITY CARE, INC.",V10996
UPMC,UPMC,V10997
UPMC PINNACLE HOSPITALS,UPMC PINNACLE HOSPITALS,V10998
UPMC PRESBYTERIAN SHADYSIDE,UPMC PRESBYTERIAN SHADYSIDE,V10999
UPMC WESTERN MARYLAND CORP,UPMC WESTERN MARYLAND CORP,V11000
"UPSTATE CAROLINA MOBILITY, LLC","UPSTATE CAROLINA MOBILITY, LLC",V11001
"UPSTATE EMERGENCY MEDICINE, INC.","UPSTATE EMERGENCY MEDICINE, INC.",V11002
"UPSTATE NIAGARA COOPERATIVE, INC","UPSTATE NIAGARA COOPERATIVE, INC",V11003
UPTIME INSTITUTE PROFESSIONAL SERVICES LLC,UPTIME INSTITUTE PROFESSIONAL SERVICES LLC,V11004
"UPTODATE, INC","UPTODATE, INC",V11005
"URBAN FLORA, INC","URBAN FLORA, INC",V11006
URBAN HOUSE LLC,URBAN HOUSE LLC,V11007
UROGEN PHARMA INC,UROGEN PHARMA INC,V11008
UROMEDICA INC,UROMEDICA INC,V11009
"URS GROUP, INC.","URS GROUP, INC.",V11010
URSO BUS LLC,URSO BUS LLC,V11011
"U.S. ARKRAY, INC.","U.S. ARKRAY, INC.",V11012
U.S. BANCORP,U.S. BANCORP,V11013
U.S. BANK NATIONAL ASSOCIATION,U.S. BANK NATIONAL ASSOCIATION,V11014
US DIVERSIFIED CONTRACTING SERVICES INC.,US DIVERSIFIED CONTRACTING SERVICES INC.,V11015
US ELECTRICAL CORP,US ELECTRICAL CORP,V11016
US FOODS INC,US FOODS INC,V11017
US HAZMAT RENTALS LLC,US HAZMAT RENTALS LLC,V11018
"U.S. HOSPITALITY PUBLISHERS, INC.","U.S. HOSPITALITY PUBLISHERS, INC.",V11019
"U.S. INNOVATIVE CONSTRUCTION, LLC","U.S. INNOVATIVE CONSTRUCTION, LLC",V11020
"US INSTRUMENTS, INC.","US INSTRUMENTS, INC.",V11021
"US LABEL & RIBBON GROUP, INC","US LABEL & RIBBON GROUP, INC",V11022
"US MICRO-SOLUTIONS, INC.","US MICRO-SOLUTIONS, INC.",V11023
"U.S. SECURITY ASSOCIATES, INC.","U.S. SECURITY ASSOCIATES, INC.",V11024
"U.S. SECURITY SUPPLY, INC.","U.S. SECURITY SUPPLY, INC.",V11025
U.S. SMOKE & FIRE CORP.,U.S. SMOKE & FIRE CORP.,V11026
US SUPPLY LLC,US SUPPLY LLC,V11027
"U.S. VET GENERAL CONTRACTING, LLC","U.S. VET GENERAL CONTRACTING, LLC",V11028
US VETERAN CONSTRUCTION & CONSULTING GROUP LLC,US VETERAN CONSTRUCTION & CONSULTING GROUP LLC,V11029
US VETERANS LANDSCAPE,US VETERANS LANDSCAPE,V11030
"USA COURIERS, INC.","USA COURIERS, INC.",V11031
"USA WASTE OF CALIFORNIA, INC","USA WASTE OF CALIFORNIA, INC",V11032
USF HEALTH PROFESSIONS CONFERENCING CORPORATION,USF HEALTH PROFESSIONS CONFERENCING CORPORATION,V11033
"USFIN DEVELOPMENT, LLC",USFIN DEVELOPMENT LLC,V11034
USFIN DEVELOPMENT LLC,USFIN DEVELOPMENT LLC,V11034
"USMILCOM, INC.","USMILCOM, INC.",V11035
"USVETSERV, LLC","USVETSERV, LLC",V11036
"UT MEDICAL GROUP, INC.","UT MEDICAL GROUP, INC.",V11037
UTAH DEPARTMENT OF VETERANS & MILITARY AFFAIRS,UTAH DEPARTMENT OF VETERANS & MILITARY AFFAIRS,V11038
UTAH LITHOTRIPSY LP,UTAH LITHOTRIPSY LP,V11039
"UTAH PATHOLOGY SERVICES, INC","UTAH PATHOLOGY SERVICES, INC",V11040
"UTAK LABORATORIES, INC.","UTAK LABORATORIES, INC.",V11041
UTECH PRODUCTS INC,UTECH PRODUCTS INC,V11042
"UTILITY SYSTEMS SOLUTIONS, INC.","UTILITY SYSTEMS SOLUTIONS, INC.",V11043
UV-CONCEPTS INC.,UV-CONCEPTS INC.,V11044
UVALDE COUNTY HOSPITAL AUTHORITY,UVALDE COUNTY HOSPITAL AUTHORITY,V11045
V LINE SERVICES L.L.C.,V LINE SERVICES L.L.C.,V11046
"V. LOPEZ JR. & SONS GENERAL ENGINEERING CONTRACTORS, INC","V. LOPEZ JR. & SONS GENERAL ENGINEERING CONTRACTORS, INC",V11047
V-ARMED INC.,V-ARMED INC.,V11048
V-SYSTEMS-TEC INC,V-SYSTEMS-TEC INC,V11049
"V3GATE, LLC","V3GATE, LLC",V11050
VA MANAGEMENT SERVICES LLC,VA MANAGEMENT SERVICES LLC,V11051
"VA-TRAK, LLC","VA-TRAK, LLC",V11052
VACUUM AND FILTRATION SOLUTIONS INC,VACUUM AND FILTRATION SOLUTIONS INC,V11053
VAL VERDE COUNTY HOSPITAL DISTRICT,VAL VERDE COUNTY HOSPITAL DISTRICT,V11054
VALCORP ENTERPRISES LLC,VALCORP ENTERPRISES LLC,V11055
"VALEGA'S PROFESSIONAL HOME CLEANING, INC.","VALEGA'S PROFESSIONAL HOME CLEANING, INC.",V11056
"VALHALLA ENGINEERING GROUP, LLC","VALHALLA ENGINEERING GROUP, LLC",V11057
VALI COOPER INTERNATIONAL LLC,VALI COOPER INTERNATIONAL LLC,V11058
VALIANT CONSTRUCTION LLC,VALIANT CONSTRUCTION LLC,V11059
VALIANT GROUP LLC,VALIANT GROUP LLC,V11060
VALIDYNE ENGINEERING CORP,VALIDYNE ENGINEERING CORP,V11061
VALLEY COURIER & DELIVERY SERVICE INC,VALLEY COURIER & DELIVERY SERVICE INC,V11062
VALLEY ELEVATOR INC,VALLEY ELEVATOR INC,V11063
"VALLEY ENGINEERING, P.L.C.","VALLEY ENGINEERING, P.L.C.",V11064
VALLEY HOME MEDICAL SUPPLY,VALLEY HOME MEDICAL SUPPLY,V11065
VALLEY MECHANICAL INC,VALLEY MECHANICAL INC,V11066
"VALLEY NURSING HEALTHCARE, LLC","VALLEY NURSING HEALTHCARE, LLC",V11067
VALLEY SKILLED NURSING FACILITY LLC,VALLEY SKILLED NURSING FACILITY LLC,V11068
"VALLEY VIEW SENIOR LIFE, LLC","VALLEY VIEW SENIOR LIFE, LLC",V11069
"VALLEY VILLAGE CARE CENTER, LLC","VALLEY VILLAGE CARE CENTER, LLC",V11070
VALLEYSCAPES INC,VALLEYSCAPES INC,V11071
"VALNEVA USA, INC.","VALNEVA USA, INC.",V11072
"VALOR CONSTRUCTION MANAGEMENT, LLC","VALOR CONSTRUCTION MANAGEMENT, LLC",V11073
VALOR CONSTRUCTORS INC,VALOR CONSTRUCTORS INC,V11074
VALOR CONSTRUCTION CORP.,VALOR CONSTRUCTORS INC,V11074
"VALOR ELITE SUPPLY, LLC","VALOR ELITE SUPPLY, LLC",V11075
VALOR HEALTHCARE INC,VALOR HEALTHCARE INC,V11076
"VALOR NETWORK, INC.","VALOR NETWORK, INC.",V11077
"VALUE FACILITY SERVICES, INC.","VALUE FACILITY SERVICES, INC.",V11078
VALVERDE ARBITRATION SERVICES INC,VALVERDE ARBITRATION SERVICES INC,V11079
VAN BUREN COUNTY HOSPITAL,VAN BUREN COUNTY HOSPITAL,V11080
"VAN CONVERSIONS, LLC","VAN CONVERSIONS, LLC",V11081
"VAN DER STAHL SCIENTIFIC, INC.","VAN DER STAHL SCIENTIFIC, INC.",V11082
VAN DER WATT PROSTHETICS & ORTHOTICS LLC,VAN DER WATT PROSTHETICS & ORTHOTICS LLC,V11083
"VAN PRODUCTS, INC","VAN PRODUCTS, INC",V11084
VAN TECH INDUSTRIES LLC,VAN TECH INDUSTRIES LLC,V11085
"VAN ZELM, HEYWOOD & SHADFORD, INC.","VAN ZELM, HEYWOOD & SHADFORD, INC.",V11086
VANCARE INC,VANCARE INC,V11087
"VANCE INDUSTRIAL ELECTRONICS, INC.","VANCE INDUSTRIAL ELECTRONICS, INC.",V11088
VANCOM LLC,VANCOM LLC,V11089
"VANCOUVER OPERATIONS, LLC","VANCOUVER OPERATIONS, LLC",V11090
VANCRO,VANCRO,V11091
VANDA PHARMACEUTICALS INC.,VANDA PHARMACEUTICALS INC.,V11092
VANDAHL ENGINEERING & SALES LTD,VANDAHL ENGINEERING & SALES LTD,V11093
VANDERBILT UNIVERSITY MEDICAL CENTER,VANDERBILT UNIVERSITY MEDICAL CENTER,V11094
"VANDERBILT UNIVERSITY, THE",VANDERBILT UNIVERSITY,V11095
VANDERBILT UNIVERSITY,VANDERBILT UNIVERSITY,V11095
"VANDUZEN, INC","VANDUZEN, INC",V11096
"VANGUARD FIRE AND SUPPLY, LLC","VANGUARD FIRE AND SUPPLY, LLC",V11097
"VANGUARD GCS, LLC","VANGUARD GCS, LLC",V11098
VANTAGE BURGLAR ALARM CORP,VANTAGE BURGLAR ALARM CORP,V11099
VANTAGE HEALTHCARE LINEN SERVICES LLP,VANTAGE HEALTHCARE LINEN SERVICES LLP,V11100
"VANTAGE MOBILITY INTERNATIONAL, LLC","VANTAGE MOBILITY INTERNATIONAL, LLC",V11101
"VANTAGE VEHICLE INTERNATIONAL, INC","VANTAGE VEHICLE INTERNATIONAL, INC",V11102
"VAPOTHERM, INC.","VAPOTHERM, INC.",V11103
VAQUERIA TRES MONJITAS INC,VAQUERIA TRES MONJITAS INC,V11104
"VARCOM SOLUTIONS, LLC","VARCOM SOLUTIONS, LLC",V11105
"VARGAS GROUP, INC.","VARGAS GROUP, INC.",V11106
"VARIAN MEDICAL SYSTEMS, INC.","VARIAN MEDICAL SYSTEMS, INC",V11107
"VARIAN MEDICAL SYSTEMS, INC","VARIAN MEDICAL SYSTEMS, INC",V11107
VARICO GROUP LLC,VARICO GROUP LLC,V11108
VARIDD LLC,VARIDD LLC,V11109
"VARTA MICROBATTERY, INC.","VARTA MICROBATTERY, INC.",V11110
VASCULAR RADIOLOGY ASSOCIATES II,VASCULAR RADIOLOGY ASSOCIATES II,V11111
VASSAR BROTHERS HOSPITAL,VASSAR BROTHERS HOSPITAL,V11112
"VAXA, INC.","VAXA, INC.",V11113
"VAZQUEZ COMMERCIAL CONTRACTING, LLC","VAZQUEZ COMMERCIAL CONTRACTING, LLC",V11114
VC VETERANS CONTRACTING LLC,VC VETERANS CONTRACTING LLC,V11115
VCH PARTNERS LLC,VCH PARTNERS LLC,V11116
VCLOUD GOV INC.,VCLOUD GOV INC.,V11117
VCLOUD TECH INC,VCLOUD TECH INC,V11118
VCU HEALTH SYSTEM AUTHORITY,VCU HEALTH SYSTEM AUTHORITY,V11119
"VECNA TECHNOLOGIES, INC","VECNA TECHNOLOGIES, INC",V11120
"VECTOR PSYCHOMETRIC GROUP, LLC","VECTOR PSYCHOMETRIC GROUP, LLC",V11121
VECTOR RESOURCES INC,VECTOR RESOURCES INC,V11122
"VEHICLE LEASING ASSOCIATES, LLC","VEHICLE LEASING ASSOCIATES, LLC",V11123
"VELOCITY APPLICATIONS, LLC","VELOCITY APPLICATIONS, LLC",V11124
VELOCITY SOFTWARE,VELOCITY SOFTWARE,V11125
VELOCITY SYSTEMS LLC,VELOCITY SYSTEMS LLC,V11126
"VENDOR RESOURCE MANAGEMENT, INC.","VENDOR RESOURCE MANAGEMENT, INC.",V11127
VENERGY GROUP LLC,VENERGY GROUP LLC,V11128
VENICE FL OPCO LLC,VENICE FL OPCO LLC,V11129
VEO OPHTHALMICS LLC,VEO OPHTHALMICS LLC,V11130
"VEOLIA WTS USA, INC.","VEOLIA WTS USA, INC.",V11131
VERACITY GROUP INC,VERACITY GROUP INC,V11132
"VERACYTE, INC.","VERACYTE, INC.",V11133
VERACYTE LABS SD CORPORATION,VERACYTE LABS SD CORPORATION,V11134
VERAN MEDICAL TECHNOLOGIES INC.,VERAN MEDICAL TECHNOLOGIES INC.,V11135
VERATHON INC,VERATHON INC,V11136
"VERDA MEDICAL SYSTEMS, LLC","VERDA MEDICAL SYSTEMS, LLC",V11137
VERDE VALLEY FIRE DISTRICT,VERDE VALLEY FIRE DISTRICT,V11138
VERGENT POWER SOLUTIONS LLC,VERGENT POWER SOLUTIONS LLC,V11139
